iata_code,icao_code,name,city,country_code,continent,latitude,longitude,elevation_ft,type,scheduled_service
SCU,MUCU,Antonio Maceo International Airport,Santiago,CU,NA,19.97474,-75.835504,249,large_airport,yes
SCV,LRSV,Suceava Ștefan cel Mare International Airport,Suceava,RO,EU,47.6875,26.354099,1375,large_airport,yes
SCW,UUYY,Syktyvkar Airport,Syktyvkar,RU,EU,61.64699935913086,50.84510040283203,342,medium_airport,yes
SDB,FALW,Langebaanweg Airport,Langebaanweg,ZA,AF,-32.968898773199996,18.1602993011,108,medium_airport,no
SDD,FNUB,Lubango Mukanka International Airport,Lubango,AO,AF,-14.924839,13.576653,5778,medium_airport,yes
SDE,SANE,Vicecomodoro Angel D. La Paz Aragonés Airport,Santiago del Estero,AR,SA,-27.765556335399996,-64.3099975586,656,medium_airport,yes
SDF,KSDF,Louisville Muhammad Ali International Airport,Louisville,US,NA,38.1706,-85.735076,501,large_airport,yes
SDG,OICS,Sanandaj Airport,,IR,AS,35.24589920043945,47.00920104980469,4522,medium_airport,yes
SDJ,RJSS,Sendai Airport,Natori,JP,AS,38.139702,140.917007,15,large_airport,yes
SDK,WBKS,Sandakan Airport,Sandakan,MY,AS,5.900899887084961,118.05899810791016,46,medium_airport,yes
SDL,ESNN,Sundsvall-Härnösand Airport,Sundsvall/ Härnösand,SE,EU,62.528099060058594,17.443899154663086,16,medium_airport,yes
SDM,KSDM,Brown Field Municipal Airport,San Diego,US,NA,32.572639,-116.980019,526,medium_airport,no
SDP,PASD,Sand Point Airport,Sand Point,US,NA,55.313908,-160.522099,21,medium_airport,yes
SDQ,MDSD,Las Américas International Airport,Santo Domingo,DO,NA,18.42970085144,-69.668899536133,59,large_airport,yes
SDR,LEXJ,Seve Ballesteros-Santander Airport,Santander,ES,EU,43.427101,-3.82001,16,medium_airport,yes
SDS,RJSD,Sado Airport,Sado,JP,AS,38.0601997375,138.414001465,88,medium_airport,yes
SDT,OPSS,Saidu Sharif Airport,Saidu Sharif,PK,AS,34.813599,72.352798,3183,medium_airport,no
SDU,SBRJ,Santos Dumont Airport,Rio de Janeiro,BR,SA,-22.910397,-43.16282,11,large_airport,yes
SDW,VOSR,Sindhudurg Airport,Chipi,IN,AS,16.002552,73.529846,203,medium_airport,yes
SDY,KSDY,Sidney - Richland Regional Airport,Sidney,US,NA,47.705141,-104.194422,1985,medium_airport,yes
SEA,KSEA,Seattle–Tacoma International Airport,Seattle,US,NA,47.447943,-122.310276,433,large_airport,yes
SEB,HLLS,Sabha Airport,Sabha,LY,AF,26.992452,14.466162,1427,medium_airport,yes
SEK,UESK,Srednekolymsk Airport,Srednekolymsk,RU,AS,67.4805,153.7364,60,medium_airport,yes
SEN,EGMC,London Southend Airport,"Southend-on-Sea, Essex",GB,EU,51.570562,0.693627,49,medium_airport,yes
SES,,Svetlogorsk Airport,Svetlogorsk,RU,AS,66.839996,88.403336,394,medium_airport,no
SEZ,FSIA,Seychelles International Airport,Victoria,SC,AF,-4.67434,55.521801,10,large_airport,yes
SFA,DTTX,Sfax Thyna International Airport,Sfax,TN,AF,34.717999,10.691,85,large_airport,yes
SFB,KSFB,Orlando Sanford International Airport,Orlando,US,NA,28.774277,-81.234626,55,large_airport,yes
SFD,SVSR,San Fernando de Apure Las Flecheras National Airport,San Fernando de Apure,VE,SA,7.88332,-67.444,154,medium_airport,no
SFE,RPUS,San Fernando Airport,San Fernando,PH,AS,16.5956,120.303001,13,medium_airport,no
SFF,KSFF,Felts Field,Spokane,US,NA,47.682899,-117.321925,1953,medium_airport,no
SFG,TFFG,Grand Case-l'Espérance Airport,Grand Case,MF,NA,18.100057,-63.047444,7,medium_airport,yes
SFJ,BGSF,Kangerlussuaq International Airport,Kangerlussuaq,GL,NA,67.010446,-50.715294,165,large_airport,yes
SFN,SAAV,Sauce Viejo Airport,Santa Fe,AR,SA,-31.7117,-60.8117,55,medium_airport,yes
SFO,KSFO,San Francisco International Airport,San Francisco,US,NA,37.619806,-122.374821,13,large_airport,yes
SFS,RPLB,Subic Bay International Airport / Naval Air Station Cubi Point,Olongapo,PH,AS,14.794833,120.271883,64,large_airport,yes
SFT,ESNS,Skellefteå Airport,Skellefteå,SE,EU,64.62480163574219,21.076900482177734,157,medium_airport,yes
SGC,USRR,Surgut International Airport,Surgut,RU,AS,61.340501,73.405782,200,large_airport,yes
SGD,EKSB,Sønderborg Airport,Sønderborg,DK,EU,54.96440124511719,9.791729927062988,24,medium_airport,yes
SGE,EDGS,Siegerland Airport,Burbach,DE,EU,50.707699,8.08297,1966,medium_airport,no
SGF,KSGF,Springfield Branson National Airport,Springfield,US,NA,37.245047,-93.388596,1268,medium_airport,yes
SGH,KSGH,Springfield-Beckley Municipal Airport,Springfield,US,NA,39.840301513672,-83.840202331543,1051,medium_airport,no
SGI,OPSR,Mushaf Air Base,Sargodha,PK,AS,32.04859924316406,72.66500091552734,614,medium_airport,no
SGL,RPLS,Danilo Atienza Air Base,Cavite,PH,AS,14.4954,120.903999,8,medium_airport,no
SGN,VVTS,Tan Son Nhat International Airport,Ho Chi Minh City,VN,AS,10.8188,106.652,33,large_airport,yes
SGR,KSGR,Sugar Land Regional Airport,Houston,US,NA,29.622299194336,-95.65650177002,82,medium_airport,no
SGU,KSGU,St George Regional Airport,St George,US,NA,37.036389,-113.510306,2941,medium_airport,yes
SGZ,VTSH,Songkhla Airport,,TH,AS,7.186560153961182,100.60800170898438,12,medium_airport,no
SHA,ZSSS,Shanghai Hongqiao International Airport,Shanghai (Minhang),CN,AS,31.198104,121.33426,10,large_airport,yes
SHB,RJCN,Nakashibetsu Airport,Nakashibetsu,JP,AS,43.5774993896,144.960006714,234,medium_airport,yes
SHD,KSHD,Shenandoah Valley Regional Airport,Weyers Cave,US,NA,38.263802,-78.8964,1201,medium_airport,yes
SHE,ZYTX,Shenyang Taoxian International Airport,Shenyang,CN,AS,41.6398,123.483668,198,large_airport,yes
SHI,RORS,Shimojishima Airport,Miyakojima,JP,AS,24.8267,125.144997,54,medium_airport,yes
SHJ,OMSJ,Sharjah International Airport,Sharjah,AE,AS,25.3286,55.5172,111,large_airport,yes
SHL,VEBI,Shillong Airport,Shillong,IN,AS,25.70359992980957,91.97869873046875,2910,medium_airport,yes
SHM,RJBD,Nanki Shirahama Airport,Shirahama,JP,AS,33.6622009277,135.363998413,298,medium_airport,yes
SHO,FDSK,King Mswati III International Airport,Mpaka,SZ,AF,-26.358611,31.716944,1092,large_airport,yes
SHR,KSHR,Sheridan County Airport,Sheridan,US,NA,44.76919937133789,-106.9800033569336,4021,medium_airport,yes
SHS,ZHJZ,Jingzhou Shashi Airport,Jingzhou (Shashi),CN,AS,30.29281,112.44854,95,medium_airport,yes
SHT,YSHT,Shepparton Airport,,AU,OC,-36.428341,145.391473,374,medium_airport,no
SHV,KSHV,Shreveport Regional Airport,Shreveport,US,NA,32.446602,-93.8256,258,medium_airport,yes
SHW,OESH,Sharurah Domestic Airport,Sharurah,SA,AS,17.4669,47.121399,2363,medium_airport,yes
SIA,ZLSN,Xi'an Xiguan Airport,Xi'an (Baqiao),CN,AS,34.376701,109.120003,,medium_airport,no
SID,GVAC,Amílcar Cabral International Airport,Espargos,CV,AF,16.7414,-22.9494,177,large_airport,yes
SIG,TJIG,Fernando Luis Ribas Dominicci Airport,San Juan,PR,NA,18.45680046081543,-66.09809875488281,10,medium_airport,yes
SIJ,BISI,Siglufjörður Airport,Siglufjörður,IS,EU,66.137847,-18.908157,10,medium_airport,no
SIN,WSSS,Singapore Changi Airport,Singapore,SG,AS,1.35019,103.994003,22,large_airport,yes
SIO,YSMI,Smithton Airport,,AU,OC,-40.834999084472656,145.08399963378906,31,medium_airport,no
SIP,UKFF,Simferopol International Airport,Simferopol,UA,EU,45.0522,33.975101,639,large_airport,yes
SIR,LSGS,Sion Airport,Sion,CH,EU,46.219166,7.326944,1582,medium_airport,no
SIS,FASS,Sishen Airport,Sishen,ZA,AF,-27.6486,22.9993,3848,medium_airport,yes
SIT,PASI,Sitka Rocky Gutierrez Airport,Sitka,US,NA,57.04710006713867,-135.36199951171875,21,medium_airport,yes
SJC,KSJC,Norman Y. Mineta San Jose International Airport,San Jose,US,NA,37.362452,-121.929188,62,large_airport,yes
SJD,MMSD,Los Cabos International Airport,San José del Cabo,MX,NA,23.151919,-109.720731,374,large_airport,yes
SJE,SKSJ,Jorge E. Gonzalez Torres Airport,San José Del Guaviare,CO,SA,2.57969,-72.6394,605,medium_airport,yes
SJI,RPUH,San Jose Airport,San Jose,PH,AS,12.361499786399998,121.04699707,14,medium_airport,yes
SJJ,LQSA,Sarajevo International Airport,Sarajevo,BA,EU,43.8246,18.331499,1708,large_airport,yes
SJK,SBSJ,Professor Urbano Ernesto Stumpf Airport,São José Dos Campos,BR,SA,-23.2292,-45.8615,2120,medium_airport,yes
SJL,SBUA,São Gabriel da Cachoeira Airport,São Gabriel da Cachoeira,BR,SA,-0.14835,-66.9855,249,medium_airport,yes
SJO,MROC,Juan Santamaría International Airport,San José (Alajuela),CR,NA,9.99386,-84.208801,3021,large_airport,yes
SJP,SBSR,Prof. Eribelto Manoel Reino State Airport,São José do Rio Preto,BR,SA,-20.817113,-49.406963,1784,medium_airport,yes
SJT,KSJT,San Angelo Regional Mathis Field,San Angelo,US,NA,31.35770034790039,-100.49600219726562,1919,medium_airport,yes
SJU,TJSJ,Luis Munoz Marin International Airport,San Juan,PR,NA,18.4394,-66.001801,9,large_airport,yes
SJW,ZBSJ,Shijiazhuang Zhengding International Airport,Shijiazhuang,CN,AS,38.280701,114.696999,233,large_airport,yes
SJX,,Sartaneja Airport,Sartaneja,BZ,NA,18.3561,-88.130798,3,medium_airport,no
SJY,EFSI,Seinäjoki Airport,Seinäjoki / Ilmajoki,FI,EU,62.692101,22.8323,302,medium_airport,no
SJZ,LPSJ,São Jorge Airport,Velas,PT,EU,38.665501,-28.1758,311,medium_airport,yes
SKA,KSKA,Fairchild Air Force Base,Spokane,US,NA,47.615101,-117.655998,2461,medium_airport,no
SKB,TKPK,Robert L. Bradshaw International Airport,Basseterre,KN,NA,17.310845,-62.719117,170,large_airport,yes
SKD,UZSS,Samarkand International Airport,Samarkand,UZ,AS,39.701842,66.981467,2224,large_airport,yes
SKF,KSKF,Lackland Air Force Base,San Antonio,US,NA,29.38419914,-98.58110046,691,medium_airport,no
SKG,LGTS,Thessaloniki Macedonia International Airport,Thessaloniki,GR,EU,40.51928,22.970009,22,large_airport,yes
SKN,ENSK,"Stokmarknes Airport, Skagen",Hadsel,NO,EU,68.578827,15.033417,11,medium_airport,yes
SKO,DNSO,Sadiq Abubakar III International Airport,Sokoto,NG,AF,12.915729,5.207547,1010,large_airport,yes
SKP,LWSK,Skopje International Airport,Ilinden,MK,EU,41.958087,21.622581,781,large_airport,yes
SKS,EKSP,Skrydstrup Air Base,Vojens,DK,EU,55.221048,9.26702,141,medium_airport,no
SKT,OPST,Sialkot International Airport,Sialkot,PK,AS,32.535941,74.364623,837,large_airport,yes
SKV,HESC,Saint Catherine International Airport,Saint Catherine,EG,AF,28.684292,34.064409,4402,large_airport,yes
SKX,UWPS,Saransk International Airport,Saransk,RU,EU,54.12513,45.212257,676,large_airport,yes
SKZ,OPSK,Begum Nusrat Bhutto International Airport Sukkur,Sukkur,PK,AS,27.722,68.791702,196,medium_airport,yes
SLA,SASA,Martín Miguel de Güemes International Airport,Salta,AR,SA,-24.856001,-65.486198,4088,large_airport,yes
SLC,KSLC,Salt Lake City International Airport,Salt Lake City,US,NA,40.78886,-111.979866,4227,large_airport,yes
SLD,LZSL,Sliač Airport,Sliač,SK,EU,48.63779830932617,19.13409996032715,1043,medium_airport,yes
SLE,KSLE,Salem-Willamette Valley Airport/McNary Field,Salem,US,NA,44.9095,-123.002998,214,medium_airport,yes
SLK,KSLK,Adirondack Regional Airport,Saranac Lake,US,NA,44.38691,-74.204629,1663,medium_airport,yes
SLL,OOSA,Salalah International Airport,Salalah,OM,AS,17.0387,54.091301,73,large_airport,yes
SLM,LESA,Salamanca Airport,Salamanca,ES,EU,40.952099,-5.50199,2595,medium_airport,yes
SLN,KSLN,Salina Municipal Airport,Salina,US,NA,38.79100036621094,-97.6521987915039,1288,medium_airport,yes
SLP,MMSP,Ponciano Arriaga International Airport,San Luis Potosí,MX,NA,22.262026,-100.935692,6035,medium_airport,yes
SLU,TLPC,George F. L. Charles Airport,Castries,LC,NA,14.0202,-60.992901,22,medium_airport,yes
SLW,MMIO,Plan De Guadalupe International Airport,Saltillo,MX,NA,25.53786,-100.928346,4778,medium_airport,yes
SLY,USDD,Salekhard Airport,Salekhard,RU,AS,66.5907974243164,66.61100006103516,218,medium_airport,yes
SLZ,SBSL,Marechal Cunha Machado International Airport,São Luís,BR,SA,-2.586386,-44.235008,178,large_airport,yes
SMA,LPAZ,Santa Maria Airport,Vila do Porto,PT,EU,36.97140121459961,-25.17060089111328,308,medium_airport,yes
SME,KSME,Lake Cumberland Regional Airport,Somerset,US,NA,37.053398132299996,-84.6158981323,927,medium_airport,no
SMF,KSMF,Sacramento International Airport,Sacramento,US,NA,38.6954,-121.591003,27,large_airport,yes
SMI,LGSM,Samos Airport,Samos Island,GR,EU,37.689999,26.911699,19,medium_airport,yes
SML,MYLS,Stella Maris Airport,Stella Maris,BS,NA,23.582317,-75.268621,10,medium_airport,yes
SMN,KSMN,Lemhi County Airport,Salmon,US,NA,45.122233,-113.88196,4043,medium_airport,yes
SMO,KSMO,Santa Monica Municipal Airport,Santa Monica,US,NA,34.0158,-118.450996,170,medium_airport,no
SMR,SKSM,Simón Bolívar International Airport,Santa Marta,CO,SA,11.1196,-74.2306,22,medium_airport,yes
SMS,FMMS,Sainte Marie Airport,Vohilava,MG,AF,-17.093901,49.8158,7,medium_airport,yes
SMV,LSZS,Engadin Airport,Samedan,CH,EU,46.5341,9.88411,5600,medium_airport,no
SMW,GMMA,Smara Airport,Smara,EH,AF,26.731987,-11.683655,350,large_airport,no
SMX,KSMX,Santa Maria Public Airport Captain G Allan Hancock Field,Santa Maria,US,NA,34.898899,-120.457001,261,medium_airport,yes
SNA,KSNA,John Wayne Orange County International Airport,Santa Ana,US,NA,33.675063,-117.869281,56,large_airport,yes
SNB,,Snake Bay Airport,Milikapiti,AU,OC,-11.417674,130.648481,173,medium_airport,yes
SNC,SESA,General Ulpiano Paez International Airport,Salinas/La Libertad,EC,SA,-2.210057,-80.985067,18,large_airport,yes
SNE,GVSN,Preguiça Airport,Preguiça,CV,AF,16.588852,-24.284132,669,medium_airport,yes
SNF,SVSP,Sub Teniente Nestor Arias Airport,San Felipe,VE,SA,10.2787,-68.755203,761,medium_airport,no
SNI,GLGE,Greenville/Sinoe Airport,Greenville,LR,AF,5.032124,-9.064236,10,medium_airport,no
SNJ,MUSJ,San Julián Air Base,Sandino,CU,NA,22.100525,-84.157376,98,medium_airport,no
SNN,EINN,Shannon Airport,Shannon,IE,EU,52.702,-8.92482,46,large_airport,yes
SNO,VTUI,Sakon Nakhon Airport,,TH,AS,17.195100784301758,104.11900329589844,529,medium_airport,yes
SNP,PASN,St Paul Island Airport,St Paul Island,US,NA,57.166311,-170.222555,63,medium_airport,yes
SNR,LFRZ,Saint-Nazaire-Montoir Airport,Saint-Nazaire/Montoir,FR,EU,47.31142,-2.152634,13,medium_airport,yes
SNS,KSNS,Salinas Municipal Airport,Salinas,US,NA,36.662799835205,-121.60600280762,85,medium_airport,no
SNU,MUSC,Abel Santamaria International Airport,Santa Clara,CU,NA,22.492215,-79.943119,338,large_airport,yes
SNV,SVSE,Santa Elena de Uairén Airport,Santa Elena de Uairén,VE,SA,4.554699,-61.145234,2938,medium_airport,yes
SNW,VYTD,Thandwe Airport,Thandwe,MM,AS,18.4606990814209,94.30010223388672,20,medium_airport,yes
SNY,KSNY,Sidney Municipal Airport Lloyd W Carr Field,Sidney,US,NA,41.101299,-102.985001,4313,medium_airport,no
SNZ,,Santa Cruz Air Force Base,Rio de Janeiro,BR,SA,-22.9324,-43.719101,10,medium_airport,no
SOB,LHSM,Hévíz–Balaton Airport,Sármellék,HU,EU,46.686391,17.159084,408,medium_airport,yes
SOC,WAHQ,Adisumarmo Airport,Surakarta,ID,AS,-7.516044,110.757492,421,medium_airport,yes
SOF,LBSF,Sofia Airport,Sofia,BG,EU,42.696357,23.417671,1742,large_airport,yes
SOJ,ENSR,Sørkjosen Airport,Sørkjosen,NO,EU,69.786797,20.9594,16,medium_airport,yes
SOM,SVST,San Tomé Airport,El Tigre,VE,SA,8.9451465606689,-64.151084899902,861,medium_airport,yes
SON,NVSS,Santo Pekoa International Airport,Luganville,VU,OC,-15.505000114399998,167.220001221,184,medium_airport,yes
SOO,ESNY,Söderhamn Airport,Söderhamn,SE,EU,61.261501,17.0991,88,medium_airport,no
SOQ,WASS,Domine Eduard Osok Airport,Sorong,ID,AS,-0.894,131.287,10,medium_airport,yes
SOT,EFSO,Sodankyla Airport,Sodankyla,FI,EU,67.3949966431,26.6191005707,602,medium_airport,no
SOU,EGHI,Southampton Airport,Southampton,GB,EU,50.950298,-1.3568,44,medium_airport,yes
SOW,KSOW,Show Low Regional Airport,Show Low,US,NA,34.264062,-110.007091,6415,medium_airport,yes
SOZ,LFKS,Solenzara (BA 126) Air Base,Solenzara,FR,EU,41.9244,9.406,28,medium_airport,no
SPC,GCLA,La Palma Airport,"Sta Cruz de la Palma, La Palma Island",ES,AF,28.626499,-17.7556,107,medium_airport,yes
SPD,VGSD,Saidpur Airport,Saidpur,BD,AS,25.759199,88.908897,125,medium_airport,yes
SPI,KSPI,Abraham Lincoln Capital Airport,Springfield,US,NA,39.844101,-89.677902,598,medium_airport,yes
SPM,ETAD,Spangdahlem Air Base,Trier,DE,EU,49.976507,6.698413,1197,medium_airport,no
SPN,PGSN,Saipan International Airport,"I Fadang, Saipan",MP,OC,15.119384,145.728848,215,large_airport,yes
SPP,FNME,Menongue Airport,Menongue,AO,AF,-14.657600402832031,17.71980094909668,4469,medium_airport,yes
SPR,,John Greif II Airport,San Pedro,BZ,NA,17.9139,-87.9711,4,medium_airport,yes
SPS,KSPS,Wichita Falls Municipal Airport / Sheppard Air Force Base,Wichita Falls,US,NA,33.9888,-98.491898,1019,medium_airport,yes
SPU,LDSP,Split Saint Jerome Airport,Split,HR,EU,43.538898,16.298,79,large_airport,yes
SPX,HESX,Sphinx International Airport,Al Jiza,EG,AF,30.108179,30.895728,510,large_airport,yes
SPY,DISP,San Pedro Airport,,CI,AF,4.74672,-6.66082,26,medium_airport,yes
SQD,ZSSR,Shangrao Sanqingshan Airport,Shangrao (Hengfeng),CN,AS,28.3797,117.9643,340,medium_airport,yes
SQG,WIOS,Tebelian Airport,Sintang,ID,AS,-0.045214,111.458049,97,medium_airport,yes
SQJ,ZSSM,Sanming Shaxian Airport,Sanming (Sha),CN,AS,26.4263,117.8336,830,medium_airport,yes
SQL,KSQL,San Carlos Airport,San Carlos,US,NA,37.51313,-122.250838,5,medium_airport,yes
SQO,ESUD,Storuman Airport,Storuman,SE,EU,64.960899,17.6966,915,medium_airport,no
SQQ,EYSA,Šiauliai International Airport,Šiauliai,LT,EU,55.89390182495117,23.395000457763672,443,medium_airport,no
SQW,EKSV,Skive Airport,Skive,DK,EU,56.550201,9.17298,74,medium_airport,no
SRE,SLAL,Alcantarí International Airport,Sucre,BO,SA,-19.246835,-65.149611,10184,large_airport,yes
SRG,WAHS,Jenderal Ahmad Yani Airport,Semarang,ID,AS,-6.970732,110.373244,10,large_airport,yes
SRP,ENSO,"Stord Airport, Sørstokken",Leirvik,NO,EU,59.791901,5.34085,160,medium_airport,yes
SRQ,KSRQ,Sarasota Bradenton International Airport,Sarasota/Bradenton,US,NA,27.394631,-82.554359,30,large_airport,yes
SRT,HUSO,Soroti Airport,Soroti,UG,AF,1.7276899814605713,33.622798919677734,3697,medium_airport,yes
SRX,HLGD,Sirt International Airport / Ghardabiya Airbase,Sirt,LY,AF,31.058578,16.597095,267,large_airport,no
SRY,OINZ,Sari Dasht-e Naz International Airport,Sari,IR,AS,36.644408,53.188761,35,medium_airport,yes
SRZ,SLET,El Trompillo Airport,Santa Cruz,BO,SA,-17.8115997314,-63.1715011597,1371,medium_airport,yes
SSA,SBSV,Deputado Luiz Eduardo Magalhães International Airport,Salvador,BR,SA,-12.908611,-38.322498,64,large_airport,yes
SSC,KSSC,Shaw Air Force Base,Sumter,US,NA,33.972698,-80.470596,241,medium_airport,no
SSE,VASL,Solapur Airport,Solapur,IN,AS,17.6280002594,75.93479919430001,1584,medium_airport,no
SSF,KSSF,Stinson Municipal Airport,San Antonio,US,NA,29.336999893188,-98.471099853516,577,medium_airport,no
SSG,FGSL,Malabo International Airport,Malabo,GQ,AF,3.75527,8.70872,76,large_airport,yes
SSH,HESH,Sharm El Sheikh International Airport,Sharm El Sheikh,EG,AS,27.977272,34.394717,191,large_airport,yes
SSI,KSSI,St Simons Island Airport,St Simons Island,US,NA,31.1518,-81.391296,19,medium_airport,no
SSJ,ENST,"Sandnessjøen Airport, Stokka",Alstahaug,NO,EU,65.956802,12.4689,56,medium_airport,yes
SSN,,Seoul Air Base (K-16),Seongnam,KR,AS,37.444744,127.112718,92,medium_airport,no
SST,SAZL,Santa Teresita Airport,Santa Teresita,AR,SA,-36.5423,-56.7218,9,medium_airport,yes
SSY,FNBC,Mbanza Congo Airport,Mbanza Congo,AO,AF,-6.269899845123291,14.246999740600586,1860,medium_airport,yes
SSZ,SBST,Santos Nero Moura Air Base / Guarujá Airport,Guarujá,BR,SA,-23.928192,-46.300195,13,medium_airport,no
STA,EKVJ,Stauning Vestjylland  Airport,Skjern,DK,EU,55.990101,8.35391,17,medium_airport,no
STB,SVSZ,Miguel Urdaneta Fernández Airport,San Carlos del Zulia,VE,SA,8.97455,-71.943253,32,medium_airport,no
STC,KSTC,Saint Cloud Regional Airport,Saint Cloud,US,NA,45.5466,-94.059898,1031,medium_airport,yes
STD,SVSO,Mayor Buenaventura Vivas International Airport,Santo Domingo,VE,SA,7.56538,-72.035103,1083,medium_airport,yes
STG,PAPB,St George Airport,St George,US,NA,56.577345,-169.663823,125,medium_airport,yes
STI,MDST,Cibao International Airport,Santiago,DO,NA,19.40406,-70.604431,565,large_airport,yes
STJ,KSTJ,Rosecrans Memorial Airport,St Joseph,US,NA,39.771900177002,-94.909698486328,826,medium_airport,no
STL,KSTL,St. Louis Lambert International Airport,St Louis,US,NA,38.748697,-90.370003,618,large_airport,yes
STM,SBSN,Santarém - Maestro Wilson Fonseca International Airport,Santarém,BR,SA,-2.422423,-54.79306,198,medium_airport,yes
STN,EGSS,London Stansted Airport,"London, Essex",GB,EU,51.884998,0.235,348,large_airport,yes
STP,KSTP,Saint Paul Downtown Holman Field,Saint Paul,US,NA,44.93479,-93.060036,705,medium_airport,no
STR,EDDS,Stuttgart Airport,Stuttgart,DE,EU,48.689899,9.22196,1276,large_airport,yes
STS,KSTS,Charles M. Schulz Sonoma County Airport,Santa Rosa,US,NA,38.50899887,-122.8130035,128,medium_airport,yes
STT,TIST,Cyril E. King Airport,Charlotte Amalie,VI,NA,18.337091,-64.977251,23,large_airport,yes
STV,VASU,Surat International Airport,Surat,IN,AS,21.115531,72.743251,16,large_airport,yes
STW,URMT,Stavropol Shpakovskoye Airport,Stavropol,RU,EU,45.10919952392578,42.11280059814453,1486,medium_airport,yes
STX,TISX,Henry E. Rohlsen Airport,Christiansted,VI,NA,17.701413,-64.802608,74,medium_airport,yes
STY,SUSO,Nueva Hesperides International Airport,Salto,UY,SA,-31.438499,-57.985298,187,medium_airport,no
SUB,WARR,Juanda International Airport,Surabaya,ID,AS,-7.37983,112.787003,9,large_airport,yes
SUF,LICA,Lamezia Terme Sant'Eufemia International Airport,Lamezia Terme (CZ),IT,EU,38.906214,16.246007,39,large_airport,yes
SUG,RPMS,Surigao Airport,Surigao City,PH,AS,9.755838325629998,125.480947495,20,medium_airport,yes
SUI,UGSS,Vladislav Ardzinba Sukhum International Airport,Sukhumi,GE,AS,42.8582,41.128101,53,medium_airport,yes
SUJ,LRSM,Satu Mare International Airport,Satu Mare,RO,EU,47.7033,22.8857,405,medium_airport,yes
SUL,OPSU,Sui Airport,Sui,PK,AS,28.645099639892578,69.1769027709961,763,medium_airport,no
SUN,KSUN,Friedman Memorial Airport,Hailey,US,NA,43.50439835,-114.2959976,5318,medium_airport,yes
SUS,KSUS,Spirit of St Louis Airport,St Louis,US,NA,38.662102,-90.652,463,medium_airport,no
SUU,KSUU,Travis Air Force Base,Fairfield,US,NA,38.262699,-121.927002,62,medium_airport,no
SUV,NFNA,Nausori International Airport,Nausori,FJ,OC,-18.044226,178.561486,17,large_airport,yes
SUX,KSUX,Sioux Gateway Airport / Brigadier General Bud Day Field,Sioux City,US,NA,42.397605,-96.382237,1098,medium_airport,yes
SVA,PASA,Savoonga Airport,Savoonga,US,NA,63.686401,-170.492996,53,medium_airport,yes
SVB,FMNS,Sambava Airport,Sambava,MG,AF,-14.2786,50.174702,20,medium_airport,yes
SVC,KSVC,Grant County Airport,Silver City,US,NA,32.636701,-108.154736,5446,medium_airport,yes
SVD,TVSA,Argyle International Airport,Kingstown,VC,NA,13.159725,-61.148801,136,large_airport,yes
SVG,ENZV,"Stavanger Airport, Sola",Stavanger,NO,EU,58.876701,5.63778,29,large_airport,yes
SVI,SKSV,Eduardo Falla Solano Airport,San Vicente Del Caguán,CO,SA,2.15217,-74.7663,920,medium_airport,yes
SVJ,ENSH,"Svolvær Airport, Helle",Svolvær,NO,EU,68.243301,14.6692,27,medium_airport,yes
SVL,EFSA,Savonlinna Airport,Savonlinna,FI,EU,61.9431,28.945101,311,medium_airport,yes
SVN,KSVN,Hunter Army Air Field,Savannah,US,NA,32.00999832,-81.14569855,41,medium_airport,no
SVO,UUEE,Sheremetyevo International Airport,Moscow,RU,EU,55.976858,37.41121,622,large_airport,yes
SVP,FNKU,Kuito Airport,Kuito,AO,AF,-12.404600143433,16.947399139404,5618,medium_airport,no
SVQ,LEZL,Seville Airport,Seville,ES,AF,37.417999,-5.89311,112,large_airport,yes
SVW,PASV,Sparrevohn LRRS Airport,Sparrevohn,US,NA,61.09740067,-155.5740051,1585,medium_airport,no
SVX,USSS,Koltsovo Airport,Yekaterinburg,RU,AS,56.743099212646,60.802700042725,764,large_airport,yes
SVZ,SVSA,Juan Vicente Gómez International Airport,San Antonio del Tachira,VE,SA,7.840809,-72.439878,1312,medium_airport,yes
SWA,ZGOW,Jieyang Chaoshan International Airport,Jieyang (Rongcheng),CN,AS,23.552,116.5033,,large_airport,yes
SWC,YSWL,Stawell Airport,,AU,OC,-37.07170104980469,142.74099731445312,807,medium_airport,no
SWD,PAWD,Seward Airport,Seward,US,NA,60.130478,-149.418612,22,medium_airport,no
SWF,KSWF,New York Stewart International Airport,Newburgh,US,NA,41.50421,-74.108901,491,medium_airport,yes
SWH,YSWH,Swan Hill Airport,,AU,OC,-35.37580108642578,143.5330047607422,234,medium_airport,no
SWO,KSWO,Stillwater Regional Airport,Stillwater,US,NA,36.162132,-97.085581,1000,medium_airport,yes
SWS,EGFH,Swansea Airport,Swansea,GB,EU,51.601366,-4.071006,299,medium_airport,no
SWT,UNSS,Strezhevoy Airport,Strezhevoy,RU,AS,60.7094,77.660004,164,medium_airport,no
SWU,RKSW,Suwon Airport,Suwon,KR,AS,37.239399,127.007004,88,medium_airport,no
SWV,UHMW,Severo-Evensk Airport,Evensk,RU,AS,61.921786,159.229059,32,medium_airport,no
SXB,LFST,Strasbourg Airport,Strasbourg,FR,EU,48.5383,7.62823,505,large_airport,yes
SXE,YWSL,West Sale Airport,Sale,AU,OC,-38.090827,146.965335,72,medium_airport,no
SXI,OIBS,Siri Airport,Siri,IR,AS,25.908899,54.539398,43,medium_airport,no
